MODEL_SPREAD,MARKET_LINE,RESULT,PROFIT
0.4591065121294289,-19.0,1,90.9090909090909
0.4221603292359415,-11.5,1,90.9090909090909
-0.7836846164929288,-5.5,1,90.9090909090909
-4.205105997035071,2.5,1,90.9090909090909
-3.7375387529560076,-7.5,1,90.9090909090909
-5.166510461088558,4.5,-1,-100.0
-7.488149101379401,7.0,1,90.9090909090909
-8.529310305477702,-4.5,1,90.9090909090909
-6.587177377922396,-19.0,-1,-100.0
7.2430866269645175,-3.5,1,90.9090909090909
-0.8985095262356371,-8.0,-1,-100.0
-11.032560515079092,-1.5,-1,-100.0
1.3349885952712892,-10.5,1,90.9090909090909
1.2432179956694167,-7.0,1,90.9090909090909
-10.380875509194633,1.5,1,90.9090909090909
-1.4659214683619073,-15.5,1,90.9090909090909
-16.086896696131582,20.5,1,90.9090909090909
-9.728911531281364,7.0,-1,-100.0
1.9636801981617733,-11.0,-1,-100.0
-5.381180680472392,-11.0,1,90.9090909090909
-14.271258574678635,-2.5,-1,-100.0
-5.6454597947353395,5.0,1,90.9090909090909
-7.892798172701044,-1.5,1,90.9090909090909
-3.8090730463322107,-11.5,-1,-100.0
-12.472936948013059,-7.0,-1,-100.0
0.9219029252948072,-18.0,1,90.9090909090909
3.0049693209490496,-2.0,1,90.9090909090909
2.455779779000954,-3.0,-1,-100.0
-5.908604098078891,-18.5,-1,-100.0
8.15344280580097,-2.0,1,90.9090909090909
-7.183458401841444,6.5,1,90.9090909090909
3.319157580425644,-2.0,-1,-100.0
-2.400038967444127,-8.5,-1,-100.0
-3.477550471096558,10.0,-1,-100.0
1.5864426730193255,-10.0,-1,-100.0
-1.1934134486250603,-7.0,-1,-100.0
-6.968326526752927,1.0,-1,-100.0
-8.18985941614431,10.5,-1,-100.0
-3.877661333523543,-9.5,-1,-100.0
-6.072404009020014,-11.5,-1,-100.0
-1.0402691261545645,-7.5,1,90.9090909090909
-0.7828535477311735,-5.5,1,90.9090909090909
-0.46567256423394987,-15.0,1,90.9090909090909
-2.6139174636970015,-8.5,1,90.9090909090909
5.527734162376424,-16.0,-1,-100.0
0.7651597859844141,-16.5,-1,-100.0
