DATE,HOME,AWAY,MODEL_SPREAD,ACTUAL_MARGIN,RESULT
2023-01-27 00:00:00+00:00,liberty,stetson,4.02,29,1
2023-02-03 00:00:00+00:00,stetson,north alabama,1.6,22,1
2023-02-11 19:00:00+00:00,north florida,stetson,3.88,11,1
2023-11-12 00:00:00+00:00,unlv,stetson,4.9,16,1
2023-11-26 21:00:00+00:00,ucf,stetson,3.57,-3,-1
2023-12-06 00:00:00+00:00,charlotte,stetson,2.72,23,1
2024-01-05 00:00:00+00:00,stetson,north florida,3.45,1,1
2024-01-13 00:00:00+00:00,queens,stetson,3.93,-18,-1
2024-02-02 01:45:00+00:00,north alabama,stetson,3.7,7,1
2024-02-10 21:45:00+00:00,stetson,eastern kentucky,2.52,8,1
2024-02-23 00:00:00+00:00,stetson,queens,2.07,-8,-1
2024-03-02 00:00:00+00:00,north florida,stetson,2.55,19,1
2024-03-06 00:00:00+00:00,stetson,queens,2.07,12,1
2024-11-11 23:00:00+00:00,the citadel,stetson,3.37,22,1
2024-11-21 23:25:00+00:00,stetson,toledo,2.24,-25,-1
2024-11-23 16:00:00+00:00,stetson,la salle,4.52,-15,-1
2024-12-08 20:00:00+00:00,stetson,mercer,3.93,-6,-1
2023-01-14 19:00:00+00:00,stonehill,merrimack,1.75,-12,-1
2023-01-26 00:00:00+00:00,hartford,stonehill,1.2,17,1
2023-01-28 19:00:00+00:00,stonehill,sacred heart,3.32,1,1
2023-02-03 00:00:00+00:00,stonehill,saint francis,3.09,13,1
2023-02-10 00:00:00+00:00,merrimack,stonehill,4.25,13,1
2023-02-24 00:00:00+00:00,wagner,stonehill,1.37,10,1
2023-11-15 00:00:00+00:00,saint joseph's,stonehill,3.46,44,1
2023-11-26 19:00:00+00:00,quinnipiac,stonehill,3.03,11,1
2023-11-29 21:30:00+00:00,stonehill,umass lowell,1.92,-6,-1
2023-12-06 23:30:00+00:00,stony brook,stonehill,2.38,18,1
2023-12-09 00:00:00+00:00,rider,stonehill,2.38,17,1
2023-12-17 19:00:00+00:00,stonehill,hartford,4.8,27,1
2024-01-15 18:00:00+00:00,wagner,stonehill,3.74,10,1
2024-01-21 19:00:00+00:00,merrimack,stonehill,5.73,16,1
2024-02-03 19:00:00+00:00,stonehill,wagner,2.26,10,1
2024-02-09 00:00:00+00:00,stonehill,le moyne,2.02,-31,-1
2024-02-10 21:00:00+00:00,saint francis,stonehill,4.75,9,1
2024-02-16 00:00:00+00:00,stonehill,merrimack,0.27,-3,-1
2024-02-17 19:00:00+00:00,le moyne,stonehill,3.98,8,1
2024-02-24 19:00:00+00:00,stonehill,saint francis,1.25,9,1
2024-03-01 00:00:00+00:00,stonehill,sacred heart,0.36,-28,-1
2024-11-09 23:00:00+00:00,providence,stonehill,4.95,27,1
2024-11-15 00:00:00+00:00,robert morris,stonehill,4.15,12,1
2024-11-15 21:00:00+00:00,stonehill,new orleans,0.99,26,1
2024-11-17 18:00:00+00:00,lindenwood,stonehill,5.0,1,1
2024-12-01 21:00:00+00:00,stonehill,quinnipiac,1.51,14,1
2024-12-18 23:00:00+00:00,umass lowell,stonehill,5.71,11,1
2023-01-07 22:00:00+00:00,virginia,syracuse,3.9,7,1
2023-01-12 00:00:00+00:00,syracuse,virginia tech,4.05,10,1
2023-01-29 00:00:00+00:00,virginia tech,syracuse,1.95,15,1
2023-01-31 00:00:00+00:00,syracuse,virginia,2.1,-5,-1
2023-03-04 22:00:00+00:00,syracuse,wake forest,2.2,9,1
2023-03-08 17:00:00+00:00,syracuse,wake forest,2.2,-3,-1
2023-11-20 19:30:00+00:00,syracuse,tennessee,3.12,-17,-1
2023-11-21 19:30:00+00:00,gonzaga,syracuse,3.81,19,1
2023-12-02 17:00:00+00:00,virginia,syracuse,3.9,22,1
2023-12-17 18:00:00+00:00,oregon,syracuse,3.26,-20,-1
2024-02-04 00:45:00+00:00,wake forest,syracuse,3.09,29,1
2024-02-28 00:00:00+00:00,syracuse,virginia tech,3.2,13,1
2024-12-04 00:30:00+00:00,tennessee,syracuse,2.86,26,1
2024-12-31 19:00:00+00:00,syracuse,wake forest,2.91,-10,-1
2023-01-07 19:00:00+00:00,temple,tulane,2.53,-11,-1
2023-01-11 01:00:00+00:00,tulsa,temple,1.18,-4,-1
2023-01-28 17:00:00+00:00,ucf,temple,1.53,-7,-1
2023-02-19 19:00:00+00:00,temple,tulsa,4.82,23,1
2023-03-03 00:00:00+00:00,temple,ucf,4.47,2,1
2023-03-05 19:00:00+00:00,tulane,temple,3.47,1,1
2023-11-07 00:30:00+00:00,temple,maryland eastern shore,4.61,20,1
2023-11-11 01:30:00+00:00,navy,temple,0.98,-7,-1
2023-11-15 00:00:00+00:00,drexel,temple,1.47,-2,-1
2023-11-30 00:00:00+00:00,temple,la salle,4.58,7,1
2023-12-03 00:30:00+00:00,saint joseph's,temple,3.26,9,1
2023-12-16 19:00:00+00:00,vcu,temple,4.49,9,1
2023-12-21 20:00:00+00:00,temple,nevada,1.99,-24,-1
2023-12-24 18:30:00+00:00,portland,temple,4.99,-1,-1
2024-01-17 01:00:00+00:00,smu,temple,2.38,13,1
2024-02-04 21:00:00+00:00,tulane,temple,5.32,12,1
2024-02-11 19:00:00+00:00,temple,charlotte,2.22,-3,-1
2024-02-16 00:00:00+00:00,florida atlantic,temple,3.92,12,1
2024-02-18 19:00:00+00:00,temple,utsa,2.28,6,1
2024-03-02 18:00:00+00:00,temple,tulsa,1.26,-5,-1
2024-03-08 00:00:00+00:00,temple,uab,-0.23,-28,1
2024-03-10 19:00:00+00:00,utsa,temple,3.72,-2,-1
2024-03-15 01:00:00+00:00,smu,temple,2.38,-15,-1
2024-03-16 01:58:00+00:00,charlotte,temple,3.78,-4,-1
2024-03-16 21:54:00+00:00,florida atlantic,temple,3.92,-1,-1
2024-03-17 19:15:00+00:00,uab,temple,6.23,16,1
2024-11-04 22:30:00+00:00,temple,sacred heart,3.06,11,1
2024-11-08 23:00:00+00:00,monmouth,temple,2.41,-29,-1
2024-11-13 00:00:00+00:00,temple,drexel,3.91,8,1
2024-11-30 21:00:00+00:00,la salle,temple,1.3,8,1
2024-12-07 21:30:00+00:00,temple,villanova,4.14,-29,-1
2024-12-15 17:00:00+00:00,hofstra,temple,1.02,-18,-1
2023-01-04 02:00:00+00:00,texas,kansas,3.23,-13,-1
2023-01-21 23:00:00+00:00,west virginia,texas,4.02,-8,-1
2023-01-28 23:00:00+00:00,tennessee,texas,3.47,11,1
2023-02-04 21:00:00+00:00,kansas,texas,2.77,-3,-1
2023-02-07 02:00:00+00:00,kansas,texas,2.77,8,1
2023-02-11 17:00:00+00:00,texas,west virginia,1.98,34,1
2023-02-14 02:00:00+00:00,texas tech,texas,4.13,7,1
2023-03-04 21:00:00+00:00,texas,kansas,3.23,16,1
2023-03-11 02:43:00+00:00,texas,tcu,2.56,6,1
2023-03-11 23:00:00+00:00,kansas,texas,2.77,-20,-1
2023-11-07 01:00:00+00:00,texas,incarnate word,4.41,32,1
2023-11-26 20:00:00+00:00,texas,wyoming,2.33,23,1
2023-12-01 02:00:00+00:00,texas,texas,3.0,19,1
2023-12-09 20:00:00+00:00,texas,houston christian,3.39,27,1
2023-12-30 01:00:00+00:00,texas,unc greensboro,2.63,35,1
2024-01-01 19:00:00+00:00,texas,ut arlington,1.42,17,1
2024-01-07 01:00:00+00:00,texas,texas tech,1.95,-11,-1
2024-01-18 01:00:00+00:00,texas,ucf,1.61,-6,-1
2024-02-03 19:00:00+00:00,tcu,texas,3.66,-11,-1
2024-02-10 20:00:00+00:00,texas,west virginia,2.55,36,1
2024-02-20 02:00:00+00:00,texas,kansas,2.62,6,1
2024-02-24 23:00:00+00:00,kansas,texas,3.38,19,1
2024-02-28 02:00:00+00:00,texas tech,texas,4.05,-12,-1
2024-03-13 23:00:00+00:00,texas,kansas,2.62,-4,-1
2024-11-09 01:00:00+00:00,texas,houston christian,4.01,31,1
2024-11-23 02:30:00+00:00,saint joseph's,texas,2.67,-9,-1
2024-12-20 01:00:00+00:00,texas,new orleans,1.09,36,1
2024-12-29 17:00:00+00:00,texas,northwestern,3.2,24,1
2023-01-28 20:00:00+00:00,southern miss,texas,3.32,9,1
2023-02-25 01:00:00+00:00,texas,southern miss,2.68,-10,-1
2023-03-01 01:30:00+00:00,texas,georgia,1.14,5,1
2023-11-18 01:15:00+00:00,texas,utsa,1.45,10,1
2023-11-25 20:00:00+00:00,ut arlington,texas,2.51,-7,-1
2024-01-25 00:00:00+00:00,troy,texas,5.11,13,1
2024-02-03 22:15:00+00:00,texas,southern miss,1.43,5,1
2024-02-24 19:00:00+00:00,georgia,texas,4.19,-9,-1
2024-03-02 01:40:00+00:00,texas,troy,0.89,3,1
2024-03-07 23:00:00+00:00,southern miss,texas,4.57,-16,-1
2024-03-09 23:00:00+00:00,troy,texas,5.11,-6,-1
2024-11-05 01:00:00+00:00,texas,eastern michigan,4.12,20,1
2024-12-01 22:00:00+00:00,texas southern,texas,3.16,-13,-1
2024-12-14 19:00:00+00:00,florida atlantic,texas,4.03,9,1
2024-12-29 22:00:00+00:00,texas,ut arlington,1.42,-8,-1
2023-01-06 00:00:00+00:00,towson,drexel,3.27,6,1
2023-01-07 23:30:00+00:00,stony brook,towson,2.4,-12,-1
2023-01-14 20:00:00+00:00,towson,monmouth,3.13,20,1
2023-01-16 17:00:00+00:00,towson,hofstra,5.26,21,1
2023-01-21 21:00:00+00:00,elon,towson,2.01,-4,-1
2023-02-03 00:00:00+00:00,hofstra,towson,0.74,4,1
2023-02-09 00:00:00+00:00,towson,hampton,2.74,14,1
2023-02-11 19:00:00+00:00,drexel,towson,2.73,7,1
2023-02-26 00:00:00+00:00,unc wilmington,towson,4.73,-4,-1
2023-11-18 00:00:00+00:00,wake forest,towson,3.52,10,1
2023-12-02 01:00:00+00:00,south dakota,towson,2.63,13,1
2023-12-09 18:00:00+00:00,umbc,towson,2.39,-16,-1
2023-12-16 19:00:00+00:00,bryant,towson,3.8,8,1
2024-01-05 00:00:00+00:00,monmouth,towson,1.03,8,1
2024-01-12 00:00:00+00:00,towson,stony brook,4.61,9,1
2024-02-03 23:00:00+00:00,hofstra,towson,0.77,3,1
2024-02-13 02:00:00+00:00,towson,elon,3.83,25,1
2024-02-17 19:00:00+00:00,hampton,towson,1.63,6,1
2024-02-23 00:00:00+00:00,towson,monmouth,4.97,19,1
2024-03-02 19:00:00+00:00,unc wilmington,towson,2.51,11,1
2024-03-10 18:30:00+00:00,unc wilmington,towson,2.51,-10,-1
2024-11-05 03:00:00+00:00,saint mary's,towson,1.62,7,1
2024-11-13 00:00:00+00:00,south carolina,towson,2.46,26,1
2024-12-01 03:24:00+00:00,towson,uc irvine,3.11,-7,-1
2024-12-07 18:00:00+00:00,towson,umbc,4.95,-13,-1
2024-12-14 23:00:00+00:00,duquesne,towson,2.54,18,1
2023-01-01 20:00:00+00:00,smu,tulsa,5.75,25,1
2023-01-05 00:00:00+00:00,tulane,tulsa,5.39,16,1
2023-01-19 01:00:00+00:00,tulsa,smu,0.25,-3,-1
2023-02-12 00:00:00+00:00,ucf,tulsa,4.64,44,1
2023-02-26 22:00:00+00:00,tulsa,ucf,1.36,-19,-1
2023-11-11 20:00:00+00:00,tulsa,incarnate word,1.53,14,1
2023-11-21 01:00:00+00:00,tulsa,south carolina,2.97,20,1
2023-12-06 01:30:00+00:00,tulsa,loyola chicago,1.23,11,1
2024-01-11 00:00:00+00:00,charlotte,tulsa,1.83,8,1
2024-01-14 20:00:00+00:00,tulsa,tulane,1.47,-7,-1
2024-01-18 01:00:00+00:00,tulsa,utsa,4.51,29,1
2024-01-20 20:00:00+00:00,smu,tulsa,2.39,33,1
2024-02-03 23:00:00+00:00,florida atlantic,tulsa,1.84,32,1
2024-02-11 19:00:00+00:00,tulsa,uab,1.69,-7,-1
2024-02-25 01:00:00+00:00,tulsa,charlotte,4.17,2,1
2024-02-29 01:00:00+00:00,utsa,tulsa,1.49,16,1
2024-11-05 01:00:00+00:00,tulsa,northeastern,4.97,14,1
2024-11-16 19:00:00+00:00,missouri,tulsa,1.14,5,1
2024-11-23 23:00:00+00:00,loyola chicago,tulsa,2.23,36,1
2024-11-26 17:00:00+00:00,detroit mercy,tulsa,1.01,-19,-1
2024-12-07 20:00:00+00:00,tulsa,southern,4.08,-4,-1
2024-12-14 19:00:00+00:00,ucf,tulsa,3.42,13,1
2023-01-12 02:00:00+00:00,uab,western kentucky,4.01,-2,-1
2023-01-14 21:00:00+00:00,louisiana tech,uab,1.0,-7,-1
2023-02-03 00:00:00+00:00,uab,florida atlantic,4.47,9,1
2023-02-11 21:00:00+00:00,uab,middle tennessee,4.79,23,1
2023-02-17 02:00:00+00:00,utep,uab,2.92,-13,-1
2023-02-18 21:00:00+00:00,utsa,uab,2.94,-5,-1
2023-02-26 01:00:00+00:00,western kentucky,uab,1.99,-12,-1
2023-03-04 18:00:00+00:00,charlotte,uab,0.49,-2,-1
2023-03-12 01:30:00+00:00,florida atlantic,uab,1.53,22,1
2023-11-22 00:30:00+00:00,middle tennessee,uab,1.21,-1,-1
2023-12-02 01:00:00+00:00,uab,southern miss,4.52,-3,-1
2023-12-22 20:00:00+00:00,uab,drake,4.67,1,1
2023-12-30 01:00:00+00:00,uab,unc asheville,1.86,5,1
2024-01-03 02:00:00+00:00,utsa,uab,1.36,-2,-1
2024-01-14 17:00:00+00:00,florida atlantic,uab,1.65,13,1
2024-01-18 01:00:00+00:00,uab,tulane,2.2,14,1
2024-01-24 00:00:00+00:00,charlotte,uab,1.28,6,1
2024-02-04 23:00:00+00:00,smu,uab,0.95,3,1
2024-02-25 21:00:00+00:00,tulane,uab,3.8,-11,-1
2024-11-05 00:30:00+00:00,uab,vermont,5.11,-5,-1
2024-11-08 00:30:00+00:00,uab,southern miss,4.34,14,1
2024-11-22 17:30:00+00:00,uab,longwood,3.29,-8,-1
2024-12-01 21:00:00+00:00,uab,middle tennessee,4.65,-7,-1
2023-01-06 02:00:00+00:00,uc davis,uc irvine,4.31,-5,-1
2023-01-16 23:00:00+00:00,uc san diego,uc davis,1.74,-8,-1
2023-01-20 01:00:00+00:00,uc davis,uc riverside,4.96,-2,-1
2023-02-10 02:00:00+00:00,uc riverside,uc davis,1.04,7,1
2023-02-12 03:00:00+00:00,uc santa barbara,uc davis,1.01,10,1
2023-02-20 23:00:00+00:00,uc davis,uc san diego,4.26,10,1
2023-03-03 02:00:00+00:00,uc davis,uc santa barbara,4.99,-3,-1
2023-03-10 04:30:00+00:00,uc riverside,uc davis,1.04,16,1
2023-11-09 22:30:00+00:00,uc davis,pepperdine,3.47,1,1
2023-11-14 21:00:00+00:00,uc davis,north dakota,4.97,15,1
2023-12-07 02:00:00+00:00,nevada,uc davis,2.2,12,1
2023-12-29 02:00:00+00:00,uc davis,uc santa barbara,4.99,14,1
2024-01-05 03:00:00+00:00,uc riverside,uc davis,1.04,-20,-1
2024-01-27 22:00:00+00:00,uc davis,uc san diego,3.44,-33,-1
2024-02-02 04:00:00+00:00,uc santa barbara,uc davis,3.18,-10,-1
2024-02-17 22:00:00+00:00,uc davis,uc riverside,4.96,-6,-1
2024-03-08 03:00:00+00:00,uc san diego,uc davis,2.56,-7,-1
2024-11-06 03:00:00+00:00,washington,uc davis,1.78,6,1
2024-11-21 02:00:00+00:00,grand canyon,uc davis,4.84,-7,-1
2024-12-08 01:00:00+00:00,uc davis,uc santa barbara,2.82,11,1
2024-12-21 20:00:00+00:00,pepperdine,uc davis,3.37,39,1
2023-01-17 02:00:00+00:00,uc irvine,uc santa barbara,2.19,-8,-1
2023-02-03 03:00:00+00:00,uc san diego,uc irvine,2.43,-16,-1
2023-02-12 03:30:00+00:00,uc irvine,uc riverside,4.17,19,1
2023-02-16 03:00:00+00:00,uc santa barbara,uc irvine,3.81,-11,-1
2023-02-24 03:00:00+00:00,uc irvine,uc san diego,3.57,-8,-1
2023-03-03 03:00:00+00:00,uc riverside,uc irvine,1.83,-10,-1
2023-11-15 04:00:00+00:00,usc,uc irvine,3.88,-10,-1
2023-11-22 01:45:00+00:00,pepperdine,uc irvine,1.55,-16,-1
2023-11-23 04:45:00+00:00,uc irvine,toledo,1.69,6,1
2023-12-03 02:00:00+00:00,utah,uc irvine,2.95,10,1
2023-12-29 03:00:00+00:00,uc irvine,uc riverside,4.17,7,1
2024-01-19 03:00:00+00:00,uc irvine,uc san diego,3.17,11,1
2024-02-09 03:00:00+00:00,uc santa barbara,uc irvine,3.84,-15,-1
2024-02-11 01:00:00+00:00,uc riverside,uc irvine,1.36,10,1
2024-02-23 04:00:00+00:00,uc irvine,uc santa barbara,2.16,12,1
2024-11-09 03:00:00+00:00,loyola marymount,uc irvine,1.01,-15,-1
2024-11-10 19:00:00+00:00,northern iowa,uc irvine,3.74,-20,-1
2024-11-17 03:00:00+00:00,uc irvine,pepperdine,4.17,18,1
2024-12-21 19:45:00+00:00,duquesne,uc irvine,3.54,16,1
2023-01-12 03:00:00+00:00,uc san diego,uc riverside,3.27,-6,-1
2023-01-15 03:00:00+00:00,uc santa barbara,uc riverside,4.5,-1,-1
2023-01-28 21:00:00+00:00,uc riverside,uc san diego,2.73,7,1
2023-02-19 01:00:00+00:00,uc riverside,uc santa barbara,1.5,11,1
2023-11-11 03:00:00+00:00,utah,uc riverside,3.61,29,1
2023-11-12 22:00:00+00:00,portland,uc riverside,5.04,11,1
2023-11-22 02:00:00+00:00,uc riverside,green bay,1.83,6,1
2023-12-01 04:00:00+00:00,ucla,uc riverside,3.22,1,1
2023-12-07 03:00:00+00:00,washington,uc riverside,4.17,37,1
2024-01-26 03:00:00+00:00,uc san diego,uc riverside,4.13,1,1
2024-02-23 03:00:00+00:00,uc riverside,uc san diego,1.87,-12,-1
2024-03-10 03:00:00+00:00,uc santa barbara,uc riverside,4.66,-17,-1
2024-11-05 03:30:00+00:00,oregon,uc riverside,4.55,15,1
2024-11-20 03:00:00+00:00,santa clara,uc riverside,3.64,42,1
2024-12-21 20:00:00+00:00,unlv,uc riverside,3.98,13,1
2023-01-01 00:00:00+00:00,uc santa barbara,uc san diego,4.57,21,1
2023-02-26 03:00:00+00:00,uc san diego,uc santa barbara,1.43,-16,-1
2023-11-07 03:30:00+00:00,uc san diego,denver,1.01,8,1
2023-11-19 00:00:00+00:00,uc san diego,navy,3.56,18,1
2023-11-29 03:00:00+00:00,washington,uc san diego,4.21,27,1
2023-12-10 02:00:00+00:00,pepperdine,uc san diego,3.13,6,1
2024-01-05 03:00:00+00:00,uc santa barbara,uc san diego,4.23,-7,-1
2024-02-16 03:00:00+00:00,uc san diego,uc santa barbara,1.77,15,1
2024-11-10 03:00:00+00:00,uc san diego,pepperdine,2.98,18,1
2024-11-23 22:45:00+00:00,uc san diego,toledo,2.35,35,1
2024-12-06 03:00:00+00:00,uc santa barbara,uc san diego,4.23,-8,-1
2024-12-18 02:00:00+00:00,utah,uc san diego,1.83,-2,-1
2023-01-08 19:00:00+00:00,ucf,smu,2.68,32,1
2023-01-14 19:00:00+00:00,tulane,ucf,4.82,8,1
2023-03-09 20:00:00+00:00,ucf,smu,2.68,6,1
2023-11-20 01:00:00+00:00,south dakota,ucf,2.86,-3,-1
2023-11-21 01:30:00+00:00,charlotte,ucf,2.15,-3,-1
2024-01-06 23:00:00+00:00,kansas,ucf,2.95,25,1
2024-01-24 00:00:00+00:00,ucf,west virginia,2.77,13,1
2024-02-10 21:00:00+00:00,texas tech,ucf,2.22,7,1
2024-02-21 00:00:00+00:00,west virginia,ucf,3.23,10,1
2024-02-24 21:00:00+00:00,ucf,texas tech,3.78,14,1
2024-03-09 22:00:00+00:00,tcu,ucf,2.15,-2,-1
2024-11-09 00:00:00+00:00,ucf,purdue fort wayne,4.54,7,1
2024-11-13 00:00:00+00:00,ucf,florida atlantic,3.37,6,1
2024-11-20 00:00:00+00:00,ucf,tennessee tech,4.3,11,1
2024-11-22 22:00:00+00:00,wisconsin,ucf,2.41,16,1
2024-12-31 19:00:00+00:00,texas tech,ucf,2.22,-4,-1
2023-01-02 00:00:00+00:00,washington,ucla,3.47,-25,-1
2023-01-13 04:00:00+00:00,ucla,utah,2.17,19,1
2023-01-27 02:00:00+00:00,usc,ucla,3.84,13,1
2023-02-03 02:00:00+00:00,ucla,washington,2.53,9,1
2023-02-05 00:00:00+00:00,ucla,washington,2.53,24,1
2023-02-12 03:00:00+00:00,oregon,ucla,3.43,-7,-1
2023-02-24 04:00:00+00:00,utah,ucla,3.83,-7,-1
2023-03-11 02:00:00+00:00,ucla,oregon,2.57,19,1
2023-11-07 04:30:00+00:00,ucla,saint francis,1.76,31,1
2023-11-23 04:59:00+00:00,ucla,gonzaga,1.18,-4,-1
2023-12-10 00:00:00+00:00,villanova,ucla,3.65,9,1
2024-01-12 02:00:00+00:00,utah,ucla,1.64,46,1
2024-01-15 00:00:00+00:00,ucla,washington,4.19,12,1
2024-01-28 01:00:00+00:00,usc,ucla,2.05,-15,-1
2024-02-04 03:25:00+00:00,ucla,oregon,4.41,8,1
2024-02-19 00:00:00+00:00,ucla,utah,4.36,-1,-1
2024-02-25 03:00:00+00:00,ucla,usc,3.95,-6,-1
2024-03-01 03:30:00+00:00,washington,ucla,1.81,17,1
2024-03-03 00:00:00+00:00,washington,ucla,1.81,12,1
2024-11-05 03:30:00+00:00,ucla,rider,3.82,35,1
2024-11-16 03:00:00+00:00,ucla,lehigh,3.6,40,1
2024-12-04 03:45:00+00:00,ucla,washington,4.19,11,1
2024-12-08 23:00:00+00:00,oregon,ucla,1.59,-2,-1
2023-01-05 00:00:00+00:00,elon,unc wilmington,0.9,-15,-1
2023-01-17 00:00:00+00:00,unc wilmington,elon,5.1,8,1
2023-01-20 00:00:00+00:00,hofstra,unc wilmington,1.45,24,1
2023-01-21 18:00:00+00:00,stony brook,unc wilmington,0.65,-11,-1
2023-01-27 00:00:00+00:00,unc wilmington,monmouth,5.14,3,1
2023-03-06 23:00:00+00:00,hofstra,unc wilmington,1.45,-6,-1
2023-11-11 19:00:00+00:00,unc asheville,unc wilmington,2.39,-17,-1
2024-01-05 00:00:00+00:00,drexel,unc wilmington,2.12,15,1
2024-01-12 00:00:00+00:00,unc wilmington,monmouth,4.49,13,1
2024-01-19 00:00:00+00:00,elon,unc wilmington,2.84,-12,-1
2024-01-27 21:00:00+00:00,stony brook,unc wilmington,1.81,8,1
2024-02-09 00:00:00+00:00,unc wilmington,drexel,3.88,19,1
2024-02-10 19:00:00+00:00,hampton,unc wilmington,1.42,-30,-1
2024-02-18 00:00:00+00:00,unc wilmington,elon,3.16,-1,-1
2024-03-01 00:00:00+00:00,unc wilmington,hofstra,4.67,-11,-1
2024-11-20 01:00:00+00:00,kansas,unc wilmington,2.82,18,1
2024-12-21 19:00:00+00:00,unc wilmington,unc asheville,2.27,11,1
2023-01-01 20:00:00+00:00,washington,usc,1.95,10,1
2023-01-15 03:30:00+00:00,usc,utah,4.62,15,1
2023-02-03 04:15:00+00:00,usc,washington,4.05,10,1
2023-02-10 04:00:00+00:00,oregon,usc,3.06,18,1
2023-02-26 01:00:00+00:00,utah,usc,1.38,-13,-1
2023-11-07 03:00:00+00:00,usc,kansas,3.78,13,1
2023-11-23 22:30:00+00:00,usc,seton hall,1.54,8,1
2023-12-03 03:00:00+00:00,usc,gonzaga,2.69,-13,-1
2023-12-29 02:00:00+00:00,oregon,usc,3.06,8,1
2024-01-11 03:30:00+00:00,usc,washington,3.94,-8,-1
2024-02-02 03:30:00+00:00,usc,oregon,2.99,-9,-1
2024-03-02 21:00:00+00:00,washington,usc,2.06,-7,-1
2024-03-13 19:00:00+00:00,washington,usc,2.06,-6,-1
2024-11-29 02:00:00+00:00,usc,saint mary's,4.19,-35,-1
2024-12-05 03:30:00+00:00,usc,oregon,2.99,-8,-1
2024-12-07 23:00:00+00:00,washington,usc,2.06,-24,-1
2024-12-22 21:00:00+00:00,usc,southern,2.62,31,1
2023-01-06 01:00:00+00:00,ut arlington,utah valley,1.4,-8,-1
2023-01-13 02:00:00+00:00,grand canyon,ut arlington,5.63,32,1
2023-01-20 01:00:00+00:00,ut arlington,ut rio grande valley,2.02,12,1
2023-02-10 00:30:00+00:00,ut rio grande valley,ut arlington,3.98,-6,-1
2023-03-02 01:00:00+00:00,utah valley,ut arlington,4.6,19,1
2023-12-21 19:00:00+00:00,texas tech,ut arlington,4.16,11,1
2024-01-12 01:00:00+00:00,ut arlington,utah valley,3.55,14,1
2024-01-19 01:00:00+00:00,ut arlington,ut rio grande valley,3.59,18,1
2024-01-27 20:00:00+00:00,ut arlington,grand canyon,0.43,-6,-1
2024-02-03 22:00:00+00:00,utah tech,ut arlington,3.06,-21,-1
2024-02-18 00:30:00+00:00,ut rio grande valley,ut arlington,2.41,-19,-1
2024-02-24 20:00:00+00:00,ut arlington,utah tech,2.94,11,1
2024-03-02 21:00:00+00:00,utah valley,ut arlington,2.45,-13,-1
2024-03-17 03:30:00+00:00,grand canyon,ut arlington,5.57,15,1
2024-11-09 23:00:00+00:00,ut arlington,louisiana tech,2.4,-15,-1
2024-11-20 01:00:00+00:00,missouri,ut arlington,1.45,10,1
2024-12-21 19:00:00+00:00,liberty,ut arlington,1.01,23,1
2023-01-08 00:30:00+00:00,ut rio grande valley,utah valley,4.68,-14,-1
2023-02-16 02:00:00+00:00,grand canyon,ut rio grande valley,2.09,-1,-1
2023-02-24 00:30:00+00:00,ut rio grande valley,utah tech,2.75,-7,-1
2023-11-15 01:00:00+00:00,tcu,ut rio grande valley,0.97,33,1
2023-11-30 00:30:00+00:00,ut rio grande valley,grand canyon,3.91,-10,-1
2023-12-31 00:30:00+00:00,ut rio grande valley,incarnate word,5.07,3,1
2024-01-14 00:30:00+00:00,ut rio grande valley,utah valley,3.88,8,1
2024-02-02 02:00:00+00:00,utah tech,ut rio grande valley,3.31,17,1
2024-02-23 01:00:00+00:00,utah valley,ut rio grande valley,2.12,11,1
2024-03-01 02:00:00+00:00,grand canyon,ut rio grande valley,5.25,29,1
2024-03-08 00:30:00+00:00,ut rio grande valley,utah tech,2.69,-5,-1
2024-11-16 19:30:00+00:00,tennessee tech,ut rio grande valley,1.0,-25,-1
2024-11-26 00:30:00+00:00,ut rio grande valley,le moyne,4.99,20,1
2024-12-07 22:30:00+00:00,ut rio grande valley,lamar,4.1,-32,-1
2023-01-11 03:30:00+00:00,utah,wyoming,2.63,20,1
2023-01-14 04:00:00+00:00,nevada,utah,4.68,15,1
2023-02-19 01:00:00+00:00,utah,nevada,1.32,9,1
2023-02-22 02:00:00+00:00,wyoming,utah,3.37,-10,-1
2023-03-02 04:00:00+00:00,unlv,utah,3.98,-25,-1
2023-12-14 03:00:00+00:00,santa clara,utah,3.37,-2,-1
2024-01-10 02:00:00+00:00,utah,wyoming,1.61,24,1
2024-01-13 20:00:00+00:00,unlv,utah,3.85,-1,-1
2024-02-07 02:00:00+00:00,utah,nevada,1.37,-14,-1
2024-02-15 03:00:00+00:00,wyoming,utah,4.39,-8,-1
2024-11-09 21:00:00+00:00,utah,charlotte,1.29,29,1
2024-11-23 01:00:00+00:00,iowa,utah,5.12,-8,-1
2024-12-08 02:00:00+00:00,utah,utah tech,2.88,30,1
2024-12-23 01:00:00+00:00,saint mary's,utah,3.12,-7,-1
2023-01-08 00:00:00+00:00,utah,oregon,2.51,-10,-1
2023-01-20 02:00:00+00:00,utah,washington,2.28,14,1
2023-01-22 01:00:00+00:00,utah,washington,2.28,25,1
2023-01-29 01:00:00+00:00,oregon,utah,3.49,12,1
2023-11-17 02:18:00+00:00,wake forest,utah,3.73,-7,-1
2023-11-28 04:00:00+00:00,saint mary's,utah,3.59,-7,-1
2023-12-16 21:00:00+00:00,utah,utah valley,2.57,14,1
2023-12-30 01:30:00+00:00,utah,washington,2.28,22,1
